token,count,humor_type,type_score,score_dark_humor,score_wordplay_puns,score_sarcasm_irony,score_absurd_surreal,score_topical_political,score_relationship_family,score_workplace_office,score_animals
pyramid,2,absurd_surreal,0.23356418,0.18929362,-0.006109992,0.057234347,0.23356418,0.06607196,-0.049936447,0.06243188,0.019746002
pilots,2,dark_humor,0.19060491,0.19060491,0.09466177,0.06142438,0.15667333,0.13517502,-0.008251399,0.0133867115,0.10440999
putt,2,dark_humor,0.17063509,0.17063509,0.15990683,0.105793856,0.059450515,0.08436227,0.06464631,-0.046602722,0.1324819
square,2,absurd_surreal,0.13829412,0.11056362,0.020355841,0.06169027,0.13829412,0.07275772,-0.045148417,0.08719078,0.08000775
horseback,2,animals,0.37992448,0.058329783,0.061243165,-0.040360086,0.19442332,0.06636272,0.07268765,-0.03552142,0.37992448
concrete,2,animals,0.14714715,0.11632728,0.037771422,0.07559441,0.07979064,0.048714668,0.03597562,0.01716101,0.14714715
residential,2,animals,0.09880767,0.069326214,0.0187107,0.063996136,0.032076266,0.0351191,0.036528587,0.020974306,0.09880767
skin,2,animals,0.14476758,0.114025354,0.061265163,0.08486806,0.05896588,0.13452393,0.03983929,0.040420085,0.14476758
string,2,animals,0.20297793,0.13469525,0.19025487,0.026645092,0.12099691,0.06683013,0.014344389,0.028919727,0.20297793
collars,2,animals,0.45784137,0.073869824,0.0033550467,0.0051036812,0.085367456,0.08255197,0.0168323,-0.014742447,0.45784137
slides,2,workplace_office,0.1870479,0.104727484,-0.06449445,-0.055151287,0.049697556,0.04947896,0.08242476,0.1870479,-0.076538965
conducting,2,dark_humor,0.09141177,0.09141177,0.03873021,0.037781842,0.069265954,0.08205265,0.008491881,0.07504377,0.0898819
environment,2,absurd_surreal,0.20113447,0.12858345,-0.0066339374,-0.013848653,0.20113447,0.10815286,0.02968419,-0.070558995,0.16722265
offers,2,workplace_office,0.13832721,0.061887022,-0.027893465,-0.05285283,0.0058988407,0.064056665,0.048224878,0.13832721,0.11554225
colorful,2,animals,0.20654589,0.19705054,0.07624782,0.035740383,0.15337174,0.110175356,0.046175286,0.05535118,0.20654589
purchasing,1,workplace_office,0.12177199,0.06425663,0.037262842,0.025499724,0.05908627,0.117287755,0.039432906,0.12177199,0.11890747
puzzled,1,absurd_surreal,0.2628105,0.16052058,0.16440654,0.085696705,0.2628105,0.0320018,0.14691567,0.0468211,0.11197216
reaching,1,workplace_office,0.14088449,0.03355841,0.04089602,0.12555113,0.11140908,0.08826747,0.06544998,0.14088449,0.077291384
questions,1,animals,0.1248294,0.11680755,0.0225583,0.07845738,0.099365145,0.08570083,0.09986246,0.0018263739,0.1248294
protective,1,animals,0.20978996,0.04119715,0.016082147,0.009014208,-0.009480901,0.14695281,0.006416388,-0.019308783,0.20978996
recital,1,wordplay_puns,0.13236484,0.11519709,0.13236484,0.005523186,0.10035713,-0.013758233,0.052649554,0.036656477,-0.0020061135
replicas,1,absurd_surreal,0.1970937,0.08801301,-0.042899817,0.10556438,0.1970937,0.084263146,0.018282052,-0.00029089302,0.09688716
rain,1,dark_humor,0.1565983,0.1565983,0.10565996,-0.0018115845,0.10786886,0.12600473,0.12142073,0.04933629,0.13735813
roles,1,workplace_office,0.1587408,0.094085366,0.050092902,0.0011778364,0.040333845,0.07633235,0.020098422,0.1587408,0.09490374
printed,1,workplace_office,0.12512311,0.10016691,0.07192954,0.04095462,-0.00070032664,0.07111615,0.03378989,0.12512311,0.12082941
reads,1,dark_humor,0.1622211,0.1622211,0.08273174,0.10685373,0.09491711,0.0691966,0.10197226,0.017910518,0.11056262
rolled,1,dark_humor,0.26851332,0.26851332,0.09530042,0.07300907,0.06875582,0.076752745,0.09097292,0.073242046,0.12763518
roll,1,dark_humor,0.26272023,0.26272023,0.057168823,0.06272643,0.03481341,0.041116655,0.12939636,0.064861804,0.13474324
pyramids,1,absurd_surreal,0.25856343,0.17858654,-0.012647189,0.053503387,0.25856343,0.05403141,-0.037429217,0.025114752,0.01532824
quaint,1,sarcasm_irony,0.19029036,0.13172889,0.1583993,0.19029036,0.15919709,0.016336717,0.13703494,-0.023354802,0.12911789
record,1,animals,0.108078085,0.0883845,-0.016610794,0.044449612,0.07687131,0.07123926,0.025801871,0.08147656,0.108078085
remain,1,dark_humor,0.16011536,0.16011536,-0.002012793,0.08659143,0.064608224,0.082605556,0.101880655,-0.07262377,0.10527809
psychiastrist,1,dark_humor,0.25593632,0.25593632,0.12943266,0.21383145,0.21664777,-0.025441935,0.06444289,0.02180938,0.037184242
remains,1,dark_humor,0.24585196,0.24585196,0.008482248,0.12696509,0.11089398,0.027967216,0.07079316,-0.107611746,0.08501652
reward,1,topical_political,0.20838776,0.17822444,0.024432806,0.09877168,0.09373593,0.20838776,-0.007194237,0.15369155,0.18996428
reservations,1,topical_political,0.1355044,0.04154472,0.082176566,-0.012099357,0.080586836,0.1355044,-0.019756045,-0.0038096327,0.07416037
questioning,1,absurd_surreal,0.21007666,0.07799278,0.065730296,0.16422176,0.21007666,0.116290584,0.15794054,0.026275825,0.043166503
reader,1,animals,0.16887952,0.13723171,0.0864357,0.12373136,0.10320835,0.09974082,0.09059302,0.03048377,0.16887952
rendering,1,sarcasm_irony,0.11978735,0.09673312,-0.017714782,0.11978735,0.09006272,0.061462674,0.03727539,0.052912574,-0.018014079
robes,1,dark_humor,0.13286582,0.13286582,-0.022549773,0.0117613245,0.03427234,0.048444383,-0.047378473,0.028980648,0.045625858
recliner,1,animals,0.16305289,0.07563367,0.05170277,0.040493425,0.08298619,0.027981654,0.014793858,0.037751973,0.16305289
reaches,1,workplace_office,0.15778066,0.086158216,0.006035451,0.0906216,0.089465246,0.052885786,0.054928504,0.15778066,0.08971297
rate,1,workplace_office,0.14664234,0.0803115,-0.004099801,0.014332294,0.07703182,0.10775189,0.028012611,0.14664234,0.07449414
reach,1,workplace_office,0.14472413,0.063789785,0.024876224,0.08345404,0.07684045,0.028736448,0.042464253,0.14472413,0.10445993
rats,1,animals,0.29546767,0.11296089,0.005295653,0.050487533,0.13396682,0.1502776,0.07359179,-0.053311825,0.29546767
refrigerator,1,animals,0.14875719,0.074937046,0.00340187,0.05433199,0.08352968,0.107184425,0.068884715,0.013703039,0.14875719
rare,1,absurd_surreal,0.19116783,0.098866954,0.08002286,0.117083,0.19116783,0.024838135,0.054112468,0.058083545,0.095450714
realistic,1,sarcasm_irony,0.26062065,0.09413989,0.024992522,0.26062065,0.24706995,0.09260496,0.1395512,0.016673362,0.035404112
remnants,1,dark_humor,0.18675476,0.18675476,0.03838118,0.10163192,0.16025425,0.015561158,0.15873574,-0.09462868,0.059514176
ringing,1,dark_humor,0.19241416,0.19241416,0.106342986,0.057328165,0.08209585,0.0074632857,0.081764996,0.034300234,0.10848938
receiving,1,animals,0.15336391,0.09858847,0.029373834,0.039049014,0.07994615,0.054833308,0.09266876,0.14841075,0.15336391
random,1,absurd_surreal,0.2488958,0.20740509,0.003912266,0.0660757,0.2488958,0.12825239,-0.041820742,-0.023071771,0.102740064
rancher,1,animals,0.2059649,0.0668578,0.0063956007,0.058067568,0.1213093,0.1481534,0.08410517,0.03636993,0.2059649
psychiatrists,1,dark_humor,0.2425883,0.2425883,0.05968547,0.06487936,0.14607136,0.049838588,0.079543374,0.02811325,0.13435778
refraining,1,relationship_family,0.14718556,0.0386968,0.073112875,0.13015065,0.035150867,0.10065806,0.14718556,0.019460097,0.090972684
productive,1,sarcasm_irony,0.15078647,0.13693872,0.10066786,0.15078647,0.084387235,0.07680646,0.10366617,0.13632521,0.12483293
rampaging,1,sarcasm_irony,0.16893105,0.093358964,0.053493325,0.16893105,0.036426906,0.14518675,0.06333791,0.13546304,0.09611872
reality,1,absurd_surreal,0.2747298,0.07423729,0.041499127,0.1921697,0.2747298,0.16083679,0.1387768,0.0055526514,0.036771275
property,1,animals,0.16770999,0.11658369,0.0065917037,0.08512121,0.10721998,0.05814365,0.047135923,0.006445081,0.16770999
professional,1,workplace_office,0.21103345,0.12287362,0.04745274,0.102185294,0.03221098,0.017407704,0.042879738,0.21103345,0.09414321
pushed,1,topical_political,0.12868516,0.07929298,0.07719326,0.073633224,0.0803549,0.12868516,0.05849106,0.08344985,0.11513512
recognize,1,animals,0.18487538,0.10868485,0.030463679,0.14338405,0.12992491,0.12734139,0.014419931,0.045528993,0.18487538
resembling,1,sarcasm_irony,0.24695423,0.12257188,0.098343015,0.24695423,0.21601492,0.10957411,0.040368546,-0.025260774,0.13203812
release,1,dark_humor,0.18774226,0.18774226,0.0566013,0.02385171,0.051907502,0.08041165,0.11425489,0.083526805,0.076968305
remove,1,relationship_family,0.12851866,0.10021755,0.024919705,0.06953635,0.069890834,0.024456892,0.12851866,-0.020809459,0.1269657
protect,1,topical_political,0.1973452,0.054189157,-0.012888142,-0.01631446,-0.019624762,0.1973452,0.001483161,-0.10775793,0.17650755
purpose,1,dark_humor,0.13799056,0.13799056,0.031030305,0.02332117,0.08896416,0.11891234,0.0988192,0.025341459,0.12968451
ribs,1,animals,0.16954863,0.13869175,-0.0029331576,0.06433753,0.13345502,0.033334292,0.062430486,-0.060609955,0.16954863
rest,1,dark_humor,0.20927703,0.20927703,0.05377094,0.12080014,0.09954091,0.10043988,0.1491152,-0.062252373,0.1587435
propped,1,sarcasm_irony,0.1411337,0.09284051,0.10546574,0.1411337,0.09631933,0.10087946,0.09784386,0.06001499,0.085953906
propose,1,relationship_family,0.2788142,0.06484978,0.10028198,0.06531841,0.16818,0.082466036,0.2788142,0.16306181,0.06630809
radiators,1,animals,0.12708879,0.0022409144,-3.5661884e-05,0.009042715,0.111119814,0.075265825,0.03186801,-0.056456946,0.12708879
resataurant,1,sarcasm_irony,0.22733623,0.12821196,-0.020701934,0.22733623,0.12939131,0.10895182,-0.024379317,-0.00179248,0.06252731
ridge,1,dark_humor,0.18511212,0.18511212,-0.022331338,0.015855217,0.039635822,0.019327275,-0.027131159,0.006186962,0.06777676
rescue,1,animals,0.24521708,0.22316587,0.020182442,0.0049881777,0.13113497,0.18566832,0.07749754,-0.04363226,0.24521708
resemble,1,sarcasm_irony,0.19959445,0.1561929,0.068618566,0.19959445,0.19017306,0.12651703,-0.010109536,-0.027461862,0.156023
private,1,workplace_office,0.080733374,0.063928604,0.061291024,0.02625354,0.025433816,0.07880379,0.057459895,0.080733374,0.07953352
psychologist,1,absurd_surreal,0.22981891,0.16681644,0.0903185,0.044602413,0.22981891,0.034662593,0.07207419,0.057338897,0.13559316
repair,1,dark_humor,0.13817027,0.13817027,0.09139265,0.0862163,0.029542362,0.06742387,0.055122208,0.017407639,0.13561343
abduct,1,sarcasm_irony,0.15039062,0.11961873,0.117088154,0.15039062,0.14190355,0.054321237,0.094141744,-0.027227432,0.026173811
rolling,1,dark_humor,0.2061782,0.2061782,0.08834259,0.07200841,0.031356804,0.032089602,0.1431931,0.06015544,0.10301148
thone,1,sarcasm_irony,0.16287047,0.046166983,0.10444629,0.16287047,0.108767726,0.04850495,0.084834665,-0.009665921,0.04059074
threw,1,dark_humor,0.1287263,0.1287263,0.021681704,0.031347565,0.012032693,0.039442662,0.08368844,0.02306651,0.048802253
throneroom,1,dark_humor,0.21196789,0.21196789,0.08340117,0.07643042,0.06922604,-0.029761493,0.018458296,0.11024733,0.10212048
thumbs,1,animals,0.16571486,0.08983623,0.05192177,0.14015672,0.1649585,0.08850711,0.09076993,0.01875565,0.16571486
tide,1,dark_humor,0.1537001,0.1537001,0.04008899,0.031868484,0.09293242,0.013165574,0.094772115,0.006038488,0.15135005
tier,1,dark_humor,0.15903781,0.15903781,0.037911713,0.11233341,0.06596484,0.038306993,0.05521206,0.12746413,0.118959665
tired,1,dark_humor,0.16069135,0.16069135,0.096868515,0.14976226,0.14117385,0.09504838,0.09553017,-0.03264643,0.13564987
toasters,1,sarcasm_irony,0.18192479,0.12769304,0.09431526,0.18192479,0.0582073,0.113005355,0.08056192,0.09722527,0.103109196
toasts,1,sarcasm_irony,0.23621935,0.17385232,0.15454264,0.23621935,0.09716301,0.13047895,0.11633029,0.07367025,0.12967911
toe,1,animals,0.17600736,0.11950991,0.1189532,0.06817274,0.09033111,0.06997583,0.042300023,0.013577808,0.17600736
tone,1,sarcasm_irony,0.25802955,0.24365453,0.21091712,0.25802955,0.037285723,0.027477266,0.046435885,0.019112518,0.1226483
topped,1,workplace_office,0.12505642,0.09885725,0.026756413,0.078926556,0.024905764,0.08827599,0.09999316,0.12505642,0.08123643
toppled,1,dark_humor,0.15325536,0.15325536,0.08834194,0.1379696,0.07427902,0.01686123,0.11593747,0.046746477,0.054164443
tossed,1,dark_humor,0.15745844,0.15745844,0.0765838,0.0842076,0.054195743,0.07061766,0.074649096,0.016596762,0.07979146
town,1,dark_humor,0.15781969,0.15781969,0.04226936,0.073192894,0.06611119,0.027421657,0.103532724,0.016028676,0.14378396
townhouses,1,dark_humor,0.16569923,0.16569923,0.035642017,0.016474131,0.07529871,0.026986923,0.081461534,0.0131839,0.1622444
traditional,1,animals,0.14867829,0.078549474,0.111782975,0.10476686,0.08713603,0.018547703,0.080038965,0.014252363,0.14867829
traffic,1,absurd_surreal,0.10617393,0.09292904,0.03319146,0.06754303,0.10617393,0.10249323,0.05279689,0.07641688,0.056593418
trailing,1,dark_humor,0.18854412,0.18854412,0.15463056,0.08380288,0.13264477,0.061174735,0.08345089,0.06475587,0.1478042
trap,1,dark_humor,0.22881642,0.22881642,0.10642736,0.069169745,0.16272707,0.12114189,0.0019729566,-0.07795894,0.16741279
travel,1,absurd_surreal,0.17160481,0.13048095,0.09974474,0.064878196,0.17160481,0.16164729,0.10525286,-0.02800114,0.047824115
tricks,1,absurd_surreal,0.15956756,0.09395851,0.065000586,0.03146548,0.15956756,0.11010334,0.053148843,-0.015196187,0.13155645
trough,1,topical_political,0.147742,0.10308164,0.030655714,0.10024615,0.04790163,0.147742,-0.057694007,0.0021056226,0.07369824
troughs,1,topical_political,0.13664329,0.10740663,0.01510125,0.08223268,0.05625127,0.13664329,-0.032287724,0.022413373,0.07338169
true,1,sarcasm_irony,0.1733639,0.051509578,0.09162567,0.1733639,0.08755623,0.06948281,0.09608397,0.068435945,0.058810927
tsa,1,topical_political,0.10225314,0.099788144,0.036952335,0.031542733,0.07876768,0.10225314,0.026166651,0.026456714,0.04248122
tubs,1,topical_political,0.094075225,0.06646396,0.064652,0.021639343,0.07066888,0.094075225,0.039818477,-0.016747618,0.063413404
turmoil,1,dark_humor,0.2869555,0.2869555,0.06718073,0.1099147,0.07267771,0.14630228,0.18390548,-0.022722714,-0.016011331
threatening,1,topical_political,0.19507006,0.18067512,0.12194151,0.12177037,0.12055231,0.19507006,0.041597895,0.06698649,0.12634906
thirsty,1,topical_political,0.16220322,-0.0070192106,0.09952063,0.07217239,0.05542646,0.16220322,0.053195946,0.052093152,0.039135356
turtleneck,1,animals,0.28208655,0.11153399,0.1501846,0.017113404,0.2396084,0.0481228,0.03883866,0.117393866,0.28208655
thicker,1,animals,0.14683749,0.10695963,0.079425655,0.11917327,0.022763316,0.1359238,0.0048415028,0.04689105,0.14683749
surprising,1,absurd_surreal,0.26557183,0.13183114,0.13613369,0.18163171,0.26557183,0.073811635,0.0707487,0.07521295,0.044055082
surround,1,absurd_surreal,0.14147699,0.11232465,-0.0073378896,0.020842945,0.14147699,0.054608487,0.06901768,0.060514197,0.053760692
suspect,1,topical_political,0.13577467,0.042938896,0.07901952,0.08370727,0.08798487,0.13577467,0.07371852,-0.0048588966,0.117211685
suspects,1,absurd_surreal,0.14005516,0.120684944,0.05625797,0.012880951,0.14005516,0.070548244,0.12195459,-0.033895638,0.105305955
swallowing,1,topical_political,0.1932226,0.09335292,0.13838422,0.07992861,0.18198767,0.1932226,0.040238377,0.05039199,0.13482702
swallows,1,animals,0.26934713,0.12714602,0.12813084,0.00767483,0.23692551,0.203681,-0.026174031,0.003754191,0.26934713
sweatpants,1,absurd_surreal,0.053811338,0.031917322,0.037158556,-0.007423943,0.053811338,0.03130378,-0.023465514,-0.029167358,0.027296044
sweets,1,topical_political,0.15090051,0.10946968,0.14957295,0.08919266,0.08911341,0.15090051,0.13004273,0.009013338,0.11072375
swords,1,animals,0.17190698,0.17140213,0.048674718,0.051495396,0.05210028,0.0043319957,0.09357603,0.034085672,0.17190698
tablets,1,sarcasm_irony,0.1393748,0.07508269,0.107586846,0.1393748,-0.013395318,0.075246446,0.12053892,0.056930106,0.0471153
tail,1,animals,0.25514254,0.069875814,0.17725375,0.12281889,0.17801034,0.08147879,0.037926093,0.045152217,0.25514254
talks,1,animals,0.15763599,0.09521283,0.14158803,0.028346319,0.11973965,0.15585199,0.11885744,0.08091905,0.15763599
tandem,1,relationship_family,0.15179136,0.047817178,0.14466166,0.0027108318,0.09008445,-0.012186876,0.15179136,0.0068981685,0.10948365
tanning,1,topical_political,0.10536418,0.012949338,0.06793456,0.086514354,0.011143978,0.10536418,0.04482451,0.041995782,0.0057809427
tap,1,topical_political,0.0970079,-0.028928101,0.059543453,0.06992896,0.038095683,0.0970079,0.0097283125,-0.017376272,0.048494477
task,1,sarcasm_irony,0.19635382,0.14751893,0.098818615,0.19635382,0.18039368,0.19194418,0.0351728,0.14661142,0.14033303
teeth,1,animals,0.20014784,0.06954837,0.03083006,0.025052227,0.08921212,0.112242855,0.045700014,0.037598208,0.20014784
telephone,1,wordplay_puns,0.13488546,0.10167417,0.13488546,0.014517421,0.09491426,0.09277259,0.07271006,0.13172808,0.12955286
television,1,animals,0.16261949,0.11783469,0.07095493,0.07710159,0.15155658,0.08177971,0.11577583,0.056201786,0.16261949
telling,1,animals,0.18499234,0.10786986,0.09372253,0.11880033,0.124310955,0.091643326,0.087438315,0.052223317,0.18499234
ten,1,absurd_surreal,0.1182243,0.08798939,0.025911225,0.08305384,0.1182243,0.08620532,0.07703886,0.033243142,0.08714713
tennis,1,sarcasm_irony,0.12534261,-0.0050319377,0.03040317,0.12534261,-0.011559129,0.055463277,0.12001169,0.029917028,0.0034313276
tense,1,sarcasm_irony,0.13264322,0.11873581,0.09764146,0.13264322,0.108122475,0.10900755,0.07910633,0.018909233,0.10856946
terrorize,1,dark_humor,0.24987172,0.24987172,0.017611012,0.0500079,0.11887437,0.1273047,-0.009482222,0.00070524495,0.0646915
tested,1,topical_political,0.14944842,0.08894925,0.037571028,0.07949798,0.049450934,0.14944842,0.044538647,0.0015589399,0.08028685
testify,1,absurd_surreal,0.10923229,0.04014646,0.029369146,0.09141555,0.10923229,0.09533663,0.061270095,0.0097072385,0.03556689
testimony,1,absurd_surreal,0.13745871,0.113262825,0.054592554,0.120878585,0.13745871,0.10079469,0.090864465,-0.035917077,0.07984395
turns,1,dark_humor,0.21869093,0.21869093,0.12987983,0.1093031,0.15459195,0.090155974,0.10703713,0.04189696,0.13713235
tuxedo,1,dark_humor,0.12589943,0.12589943,0.0100265015,0.07428758,0.0940173,0.06466617,0.04338052,0.09206776,0.018975144
roo,1,dark_humor,0.157188,0.157188,0.035912238,0.11064148,0.10136993,0.100843325,0.07743867,0.058141835,0.13090637
ways,1,relationship_family,0.1723645,0.08616673,0.029530033,0.018075474,0.0024749935,0.1493296,0.1723645,-0.05068957,0.15302573
weakly,1,wordplay_puns,0.1265328,0.10797866,0.1265328,0.11550967,0.0695321,0.084151,0.12028642,-0.016202841,0.11978853
weapon,1,dark_humor,0.2277378,0.2277378,0.06471359,0.10054119,0.08085258,0.10586202,0.11712427,0.116074316,0.2212548
wears,1,animals,0.12393202,0.06053982,0.042896718,0.004091043,-0.01980793,0.054561876,0.024985295,0.033225074,0.12393202
weather,1,relationship_family,0.11268301,0.11051699,0.07899189,0.07356733,0.05476085,0.08157079,0.11268301,0.06664817,0.061450254
weirdly,1,absurd_surreal,0.26214987,0.107525215,0.11688684,0.078611985,0.26214987,-0.003795851,0.04043197,0.030339016,0.027660942
went,1,dark_humor,0.1336211,0.1336211,0.057508692,0.06587891,0.032625537,0.09979306,-0.0078411475,-0.05189455,0.07802936
whack,1,wordplay_puns,0.19027048,0.16958602,0.19027048,0.16814902,0.15140231,0.080216706,0.09837579,0.08037913,0.106867366
whal,1,dark_humor,0.17105898,0.17105898,0.061665006,0.039202772,0.05451029,0.08509323,0.017724443,0.07081528,0.049711566
whatever,1,wordplay_puns,0.18750182,0.09857777,0.18750182,0.1042805,0.15562494,0.1291338,0.1323649,0.04667632,0.14665937
whiskey,1,dark_humor,0.15506531,0.15506531,0.09106795,0.060601562,0.019653473,0.089861475,0.12017121,-0.053797852,0.13578364
whole,1,animals,0.11312573,0.11172876,0.061315153,0.060973212,0.045783106,0.09700617,0.092492245,-0.017184965,0.11312573
width,1,dark_humor,0.10891432,0.10891432,-0.021982327,0.022299778,0.041386444,0.05295537,0.03305115,0.10774134,0.07106571
wielding,1,animals,0.16092986,0.13166805,0.08150023,0.11757727,0.0081049055,0.06754434,0.12985174,0.04864643,0.16092986
wild,1,absurd_surreal,0.19208044,0.17387041,0.029220412,0.045816313,0.19208044,0.1424057,0.06271065,-0.09171965,0.14704898
windmill,1,animals,0.18405125,0.112836,0.09847002,0.09309769,0.13029937,0.0829636,0.06397502,-0.000445378,0.18405125
wink,1,absurd_surreal,0.17325857,0.113362394,0.14940858,0.15090266,0.17325857,0.10558273,0.034154296,0.15439974,0.11957212
winter,1,animals,0.18302502,0.17807776,0.069830135,0.13247396,0.07237545,0.17414263,0.085816994,0.09137401,0.18302502
wish,1,dark_humor,0.16692433,0.16692433,0.01575887,0.03791851,0.1601409,0.11301553,0.07071856,0.10234277,0.15798414
within,1,absurd_surreal,0.1396998,0.10341472,-0.04027936,0.027916491,0.1396998,0.06495456,0.0030708835,-0.0332561,0.09535937
woodlands,1,animals,0.17528036,0.14692566,0.045448046,0.004262467,0.06574419,-0.026465613,0.08579987,-0.07319439,0.17528036
woolly,1,animals,0.243274,0.082688645,0.0974717,0.08188686,0.072152525,0.037225977,0.01485613,-0.012572191,0.243274
works,1,topical_political,0.13111404,0.089791894,0.0051935073,0.052464344,0.063657515,0.13111404,0.025994517,0.13020082,0.119434506
workspace,1,workplace_office,0.1294037,0.116858944,0.031311773,0.016174875,0.09313573,-0.009132143,0.04154534,0.1294037,0.06435524
worry,1,topical_political,0.1427477,0.10017697,0.08827407,0.06641835,0.12072173,0.1427477,0.01514297,0.034839973,0.08532137
years,1,animals,0.10093248,0.08653155,-0.0020730682,0.05530756,0.058233775,0.09085213,0.06752558,0.05922161,0.10093248
yellow,1,dark_humor,0.19012034,0.19012034,0.07192171,0.07747,0.143933,0.099462196,0.022685979,0.010448933,0.15592177
young,1,animals,0.12756856,0.05872249,0.034104954,0.0952307,0.01143614,0.09061831,0.008211847,-0.052265298,0.12756856
waze,1,dark_humor,0.14834073,0.14834073,0.13192701,0.1252373,0.044444397,0.029343255,-0.011921999,0.073739864,0.0965253
waterline,1,animals,0.19222507,0.07699588,0.09714932,-0.013916093,0.032171115,0.054886237,0.03946832,0.043378957,0.19222507
twice,1,wordplay_puns,0.1544647,0.08256754,0.1544647,0.07750803,0.13297707,0.080124706,0.11623226,-0.011631836,0.09926832
washers,1,dark_humor,0.09598246,0.09598246,0.010668192,0.08749743,0.00935536,0.06337219,0.041940786,-0.013018556,0.07385015
types,1,animals,0.1936361,0.11282353,0.022095043,0.074795604,0.043600213,0.055368684,0.07576502,0.055344895,0.1936361
uncanny,1,absurd_surreal,0.29771668,0.10929927,0.016648209,0.15836203,0.29771668,0.00367501,0.0069893254,0.01679527,0.15045017
underneath,1,animals,0.10792303,0.105612144,-0.013281453,0.04705593,0.06288983,0.04916112,-0.035907257,-0.07250126,0.10792303
understand,1,animals,0.12981841,0.074604414,0.09819731,0.0694726,0.0811781,0.04871767,0.10110243,0.097785056,0.12981841
ungainly,1,sarcasm_irony,0.21029109,0.14141732,0.16714743,0.21029109,0.13311799,0.0006278977,0.070665576,0.061449192,0.052380838
unhappy,1,relationship_family,0.22311877,0.22290313,0.1438998,0.14148645,0.077050835,0.017118203,0.22311877,0.095728636,0.14679621
unlawful,1,absurd_surreal,0.17685312,0.004010502,0.08757067,0.05606478,0.17685312,-0.10999939,0.10583547,0.024320254,0.04788045
unsusual,1,absurd_surreal,0.19732869,0.1504179,0.121255204,0.14806889,0.19732869,0.024679573,0.11349349,0.043420997,0.11019549
uphill,1,dark_humor,0.15654574,0.15654574,0.10351221,0.14640222,0.10048067,0.08486341,0.07253723,0.0033760779,0.118081726
usher,1,dark_humor,0.14403038,0.14403038,0.08392234,0.0013008751,0.020504627,0.03938823,0.12568744,0.020122612,0.047602665
vaccum,1,topical_political,0.22996578,0.21114215,0.08369367,0.09038737,0.12385093,0.22996578,-0.029698417,-0.005078597,0.09787812
variety,1,animals,0.1276452,0.11165834,0.088343464,0.09073481,0.08128046,0.043754905,0.018664673,0.048776656,0.1276452
version,1,dark_humor,0.14978331,0.14978331,0.023149144,0.05735927,0.06511398,0.112489626,0.034402743,0.10167183,0.10101822
vertically,1,dark_humor,0.10762312,0.10762312,0.007718662,0.04580179,-0.013711609,0.048363008,-0.036041655,-0.0071271285,0.095131814
via,1,dark_humor,0.17074889,0.17074889,0.01463915,-0.0034692995,0.023357127,0.0958363,0.073233604,0.009799865,0.0896271
victorian,1,dark_humor,0.17774156,0.17774156,0.064637415,0.055610377,0.110635,0.07256358,0.040470317,0.05779796,0.1343846
video,1,topical_political,0.13640803,0.04354249,0.00044358894,0.06260983,0.086723,0.13640803,0.0235323,0.055878766,0.09104675
viking,1,animals,0.22252697,0.14308004,0.01977937,0.06515982,0.08319084,0.047107305,0.058063336,0.045416202,0.22252697
vikings,1,animals,0.16924052,0.1203182,-0.030321186,0.081616074,0.0879526,0.03763122,0.06996739,-0.010980243,0.16924052
village,1,dark_humor,0.14765868,0.14765868,0.056663617,0.093434095,0.04374203,0.011767501,0.06080963,-0.0021403385,0.11292124
virtually,1,sarcasm_irony,0.20839113,0.040731832,0.04933805,0.20839113,0.16118133,0.1623023,0.055475973,-0.030801248,-0.040638395
waist,1,dark_humor,0.14362097,0.14362097,0.036562763,0.016385479,0.06870875,0.0870731,-0.012800746,0.025879558,0.08214745
waists,1,dark_humor,0.13881275,0.13881275,0.011774637,0.008005703,0.05963231,0.06617805,0.009286154,0.030141924,0.05743055
waitress,1,workplace_office,0.2051037,0.045799285,0.1573829,0.114523605,0.073093444,0.0273196,0.09950188,0.2051037,0.11649321
walkway,1,dark_humor,0.14481759,0.14481759,0.013563532,0.05480556,0.06472188,0.071139336,0.048324674,0.10846488,0.13772862
walls,1,animals,0.19200076,0.16944368,-0.01976242,-0.0013610236,0.17037234,0.05996836,0.017187629,-0.042425297,0.19200076
wanting,1,animals,0.16510764,0.15920733,-0.01592847,-0.0121185975,0.08141907,0.1342853,0.11416207,0.02154104,0.16510764
supplies,1,topical_political,0.1974526,0.103701994,0.051274568,0.0025303736,0.0499369,0.1974526,0.06401071,0.08724959,0.16890073
supervise,1,workplace_office,0.19065459,0.0043901205,0.0553395,0.05091927,0.06212907,0.012717616,0.076479904,0.19065459,0.16816181
sunny,1,animals,0.13100964,0.1280473,0.09852606,0.09728697,0.10289859,0.0892654,0.123704694,0.076241046,0.13100964
shared,1,dark_humor,0.11122765,0.11122765,0.013003588,0.0026864111,0.005464386,0.061258018,0.08353373,0.09250544,0.074934915
shavings,1,animals,0.19088604,0.114574715,0.056549683,0.03446587,0.056298632,0.12378783,0.033762414,0.025939291,0.19088604
sheet,1,workplace_office,0.23861702,0.11978145,-0.0012499476,0.003211773,0.0025976961,0.08126956,0.00867375,0.23861702,0.15398447
shining,1,dark_humor,0.27148384,0.27148384,0.050384432,0.072696656,0.13678436,0.06315827,0.1286031,0.02378735,0.07509879
shooting,1,topical_political,0.17997801,0.17162246,0.07394977,0.092001595,0.061081484,0.17997801,0.12788366,-0.0068759643,0.061795644
