token,count,Id
race,1,762
loaner,1,763
corn,1,763
condiments,2,763
estimate,2,763
condiment,1,763
packages,1,763
eight,1,763
ballpark,2,763
topped,1,763
buns,1,763
rotated,1,763
uber,1,764
eats,1,764
sprinkle,1,764
reset,1,764
password,1,764
sage,1,764
advice,1,764
tank,1,764
completed,1,764
spirit,1,764
refund,1,764
monkfish,1,764
answers,1,764
bowl,2,779
marcus,1,765
message,1,765
bottle,2,792
requesting,1,765
contained,1,765
crucial,1,765
climate,1,765
bites,1,765
poorly,1,765
fran,1,766
tuba,1,766
remark,1,766
knocking,1,766
disturb,1,766
noise,2,766
roomba,1,766
bagpipes,1,766
nobel,1,767
prize,1,767
tablecloth,1,767
accountant,1,767
exciting,1,767
girls,1,768
interrupting,1,768
rescues,1,768
protect,1,768
flame,1,768
doubles,1,768
tired,1,768
readers,1,769
digest,2,784
signing,1,769
greet,1,769
spider,1,769
flies,1,769
escalated,1,769
croc,1,769
author,1,769
extend,1,770
warranty,1,770
adventure,1,770
capitalist,1,770
whining,1,770
destination,1,770
layer,1,770
molehill,1,770
pass,1,770
elevations,1,770
dollars,1,771
dime,1,771
moral,1,771
compass,1,771
luck,1,771
towards,1,772
expire,1,772
bus,2,772
kills,1,772
bacon,1,772
choked,1,772
ǝɥʇ,1,773
ɹǝpɹo,1,773
uoᗡ,1,773
turned,2,831
cheers,1,773
bottoms,1,773
sticky,1,773
rice,1,773
umbrellas,1,773
australia,1,773
marked,1,774
spot,1,774
sight,1,774
sore,1,774
reorganization,1,774
plank,1,774
booty,2,774
opening,1,775
genesis,1,775
ironic,1,775
meteoric,1,775
closing,1,775
troubles,1,775
seemed,1,775
proposed,1,776
written,1,776
mortician,1,776
basement,1,776
garage,1,776
luxury,1,776
bundled,1,776
auto,1,776
pinups,1,776
sourdough,1,776
mechanic,1,776
kim,1,777
selling,1,777
gun,1,777
aircraft,1,777
carrier,1,777
weeks,1,777
musicians,1,777
paperwork,1,777
glove,1,777
title,1,777
manual,1,777
launch,1,777
wood,1,778
woodchuck,1,778
chuck,1,778
sell,1,778
solve,1,778
crossing,1,778
interns,1,778
schroedinger,1,778
hens,1,778
rooster,1,778
narrowed,1,778
possibilities,1,778
lid,1,779
sobered,1,779
goldfish,2,779
hydrant,1,779
fool,1,779
landlord,1,779
guppy,1,779
autocorrect,1,779
sink,2,839
culture,1,780
lifeline,1,780
solid,1,780
eyeballs,1,780
drowning,1,780
spare,1,780
drama,1,780
treading,1,780
retire,1,780
writers,1,780
marco,1,780
degrees,1,781
crash,1,781
bombshell,1,781
misogynistic,1,781
auction,1,782
mime,1,782
mimes,1,782
unspeakable,2,782
imaginary,1,782
pepper,1,782
spray,1,782
wallet,1,782
depressed,1,783
hollandaise,1,783
green,2,783
spears,1,783
schedule,1,783
cauliflower,1,783
sane,1,783
broccoli,1,783
vegetative,1,783
angle,1,784
pleasant,1,784
barking,1,784
chimney,1,784
knowledge,1,784
spoiler,1,784
apple,1,784
cash,1,784
wrists,1,785
gently,1,785
curved,1,785
rustling,1,785
theft,1,785
dang,1,785
sheet,1,785
upright,1,785
establishment,1,785
sundown,1,785
treble,1,785
chorale,1,785
snake,1,785
score,2,785
homework,1,786
alleges,1,786
writing,1,786
negotiate,1,786
beg,1,786
prepared,1,786
entitled,1,786
falls,1,786
pack,1,787
packing,1,787
unpacking,1,787
allowing,1,787
tablet,1,787
technology,1,787
vaccinated,2,788
vaccination,1,788
shorter,1,788
inseam,1,788
parties,1,788
midlife,1,789
chrysalis,1,789
hover,1,789
flit,1,789
reeking,1,789
pollen,1,789
nectar,1,789
capable,1,789
lights,1,790
junction,1,790
spin,1,790
toddlers,1,790
teacup,2,790
walter,1,790
ton,1,790
collision,1,790
outrageous,1,790
token,1,790
german,1,791
shepherd,1,791
exaggerated,1,791
height,1,791
logo,1,791
indoor,1,791
bitch,1,791
heat,2,856
juilliard,1,792
reviews,2,862
terrible,1,792
messages,2,792
composition,1,792
subscription,1,792
receive,1,792
unsubscribe,1,792
labeled,1,792
saved,1,792
regarding,1,792
extended,1,792
vacation,2,811
rate,1,792
scale,1,792
teach,1,793
appetizer,1,793
stream,1,793
invasion,1,794
audit,1,794
practicing,1,794
martial,1,794
guns,1,794
hips,1,795
entrée,1,795
honeymoon,1,795
praying,1,795
taste,1,795
madame,1,795
thin,1,796
drummer,1,796
unusual,1,796
hobbies,1,796
enjoys,1,796
thumping,1,796
broom,1,796
crisis,1,797
pronouns,1,797
thou,1,797
thine,1,797
doug,1,797
wench,1,797
damsel,1,797
roadside,1,798
assistance,1,798
merrier,1,798
ahh,1,798
chateau,1,799
cheval,1,799
blanc,1,799
pouring,1,799
saucer,1,799
pairs,1,799
dragged,1,799
clawed,1,799
weirder,1,800
talent,1,800
signed,1,800
agent,1,800
invincible,1,800
uniform,2,800
plus,1,800
pitchers,1,800
hah,1,801
grim,1,801
loser,1,801
leonard,1,801
learns,1,801
whadda,1,801
defying,1,801
winners,1,801
keepers,1,801
losers,1,801
reapers,1,801
checks,1,802
craving,1,802
picturing,1,802
hideous,1,803
crayons,1,803
guaranteed,1,803
teenagers,1,803
whistles,1,803
fisher,1,803
bella,1,803
nesbit,1,803
accidents,1,803
thankfully,1,803
commuter,1,803
cryptocurrency,1,804
impresses,1,804
downward,1,804
dogcatfish,1,804
fishbowl,1,804
skyscraper,1,805
garbage,2,886
johnson,1,805
kicking,1,805
shrink,1,805
luella,1,805
suspected,1,805
zillow,1,806
serf,1,806
advisory,1,806
toughest,1,806
chainmail,1,806
speedo,1,806
internship,1,806
serfs,1,806
sand,1,806
maize,2,807
accurately,1,807
simulate,1,807
exit,1,807
measuring,1,807
existential,1,807
dread,1,807
smartest,1,807
baseball,1,807
grant,2,807
proposal,1,807
backed,1,807
subsidy,1,807
supreme,1,808
repealed,1,808
mentioned,1,808
constitution,1,808
jut,1,808
freaking,1,808
scenery,1,808
roswell,1,808
tourist,1,808
swallow,1,808
pride,1,808
wakes,1,809
forgotten,1,809
halfway,1,809
faces,1,809
marble,1,809
countertops,1,809
ignores,1,810
staircase,1,810
freight,1,810
shaming,1,810
aquarium,1,811
tan,1,811
echolocation,1,811
greenpeace,1,811
distressed,1,811
straw,1,811
fake,1,811
fins,1,811
flopping,1,811
hysterical,1,811
sharks,1,811
clearing,1,811
beaches,1,811
pleasing,1,812
frustrating,1,812
treaty,1,813
harsh,1,813
russian,1,813
army,1,813
stranded,1,813
disarray,1,813
exile,1,813
invade,1,813
suis,1,813
maman,1,813
josephine,1,813
daycare,1,813
unlimited,2,814
data,1,814
spam,2,814
label,1,814
plug,1,814
firmly,1,814
carriers,1,814
campbell,1,814
progresso,1,814
tin,1,814
ican,1,814
produce,1,815
elbows,1,815
vegetables,2,815
spoil,1,815
fertilizer,1,815
serves,1,815
messy,1,815
heimlich,1,815
tomato,1,815
mason,1,816
plastered,2,816
façade,1,816
shingles,2,816
improvement,1,816
thankful,1,816
cardboard,1,817
foil,1,817
stardom,2,817
thrust,1,817
upon,1,817
granted,2,887
star,1,817
flashlight,1,817
stars,1,817
city,1,817
circuits,2,818
antidepressant,1,818
blocked,1,818
driveway,2,886
join,1,818
outreach,1,818
covid,1,819
colorful,1,819
swore,1,819
checkered,1,819
pasts,2,819
rubik,1,819
upside,2,820
narcissist,1,820
leaked,1,820
blot,1,820
inkling,1,820
bottled,1,820
released,1,820
spilling,1,820
guts,1,820
shoulda,1,821
mocking,1,821
landed,1,821
feather,1,821
extensions,1,821
elvis,1,821
bald,1,821
eagle,1,821
juuuuust,1,822
darling,1,822
abducted,1,822
wells,1,822
result,1,822
encounter,1,822
goodnight,2,822
introduction,1,822
atomic,1,822
molecular,1,822
astronomical,1,822
spectroscopy,1,822
grateful,1,823
almonds,1,823
pilot,1,823
overbooked,2,823
volunteers,1,823
hidden,1,823
fees,1,823
arriving,1,823
vanishing,1,823
bags,1,823
bins,1,823
begging,1,823
airport,2,823
painful,1,824
ornament,1,824
stomach,1,824
growling,1,824
headed,1,825
orange,2,862
succeed,1,825
carving,1,825
initiative,1,825
dental,1,825
sugarcoating,1,825
prospects,1,825
rotten,1,825
illuminate,1,825
smashed,1,825
comfort,1,826
detecting,1,826
operating,1,826
smooth,1,826
operator,1,826
inform,1,826
survive,1,826
rhythm,1,826
paddles,1,826
hip,1,826
surgery,1,826
saturday,1,826
fever,1,826
denier,1,827
smile,2,827
peg,1,827
anesthesiologist,1,827
headhunter,1,827
strokes,1,828
believable,1,828
stupidest,1,828
waste,1,828
foursomes,1,828
masters,1,828
deer,1,829
highway,1,829
royalties,1,829
everywhere,1,829
defensive,2,830
goals,2,830
blocking,1,830
sudden,1,830
analysis,1,830
shoutout,1,831
lady,1,831
enhancer,1,831
supportive,1,831
forgiving,1,831
award,1,831
banquet,1,831
terriers,1,832
enemy,1,832
retreat,1,832
licking,1,832
bones,1,832
catapult,1,832
bone,1,832
prune,1,833
juice,1,833
quicker,1,833
laxative,1,833
osteopath,1,833
manson,1,833
psychopath,1,833
urine,1,833
samples,1,833
beef,1,834
crumbs,1,834
cockatiel,1,834
payment,1,835
bury,1,835
tipper,1,835
starbuck,1,835
silver,1,835
cache,1,835
pilates,1,835
revised,1,835
piracy,1,835
holstein,1,836
greenblatts,1,836
jersey,1,836
beverage,1,836
milky,1,836
navigation,1,836
system,1,836
emission,1,836
standards,1,836
jumping,1,836
santos,1,836
pearl,1,836
harbor,1,836
methane,1,836
vowel,1,837
murdered,1,837
revealed,1,837
ink,1,837
dealing,1,837
watson,2,837
supersleuth,1,837
letters,1,837
marple,1,837
murder,1,837
letter,1,837
completes,1,837
sherlock,1,837
killers,1,837
clues,1,837
publishes,1,837
fictional,1,837
sleuth,1,837
carbon,1,838
footprint,1,838
warm,1,838
exhale,1,838
museum,1,838
merit,1,838
badges,1,838
asteroid,1,838
petrified,1,838
nervous,1,838
rex,1,838
satan,1,839
planets,1,839
alone,1,839
orbit,1,839
aiming,1,839
holes,1,839
iron,4,840
cleaners,1,840
sock,1,840
steam,1,840
ironing,1,840
flatter,1,840
slimmer,1,840
hanger,1,840
velveeta,1,841
brie,1,841
nibbles,1,841
potential,1,841
explaining,1,841
feign,1,841
platters,1,841
remarkable,1,841
consider,1,841
boost,1,841
merely,1,841
applied,1,842
paddle,1,842
underneath,1,842
habit,1,842
crazier,1,842
cockpit,1,842
engine,1,842
kindly,1,842
earned,1,842
approximately,1,842
altitude,1,842
skills,1,843
mansplain,1,843
quick,1,843
needy,1,843
standard,1,844
procedure,2,844
routine,1,844
afterwards,1,844
twist,1,844
aging,1,844
thee,1,845
riddles,1,845
wizard,1,845
thursday,1,845
powerball,1,845
coin,1,845
unsolved,1,845
mysteries,1,845
warn,1,845
mars,1,845
venus,1,845
taylor,1,845
swift,1,845
silicon,1,845
shelter,1,846
exorcized,1,846
daily,1,846
shadows,2,846
disturbing,1,846
projecting,1,846
casting,1,846
referred,1,846
priest,1,846
waving,2,847
across,2,847
collapse,1,847
windbag,1,847
fabulous,1,847
buick,1,847
dealership,1,847
robinsons,1,848
parachute,1,848
chord,1,848
mated,1,848
gordons,1,848
neigh,1,849
stable,1,849
bridle,1,849
coat,1,849
hitched,1,849
polo,1,849
shirt,1,849
event,1,849
loves,1,849
pushed,1,850
fuck,1,850
motherfucker,1,850
quieter,1,850
genre,1,850
mozart,1,850
requiem,1,850
conduct,1,851
concludes,1,851
outgrown,1,851
tenure,1,851
researchers,1,851
jalapenos,1,852
pad,2,852
thai,2,852
topping,1,852
spending,1,852
quesadilla,1,852
swiss,2,853
navy,1,853
weapons,1,853
jarlsberg,1,853
muenster,1,853
satisfied,3,854
somewhat,1,854
sync,1,854
assumes,1,854
followed,1,854
denied,1,854
lessons,1,854
typing,1,854
adopt,1,855
rush,1,855
draw,1,855
nightmare,1,855
interpreted,1,855
areas,1,855
stroke,1,855
jaywalking,1,855
arizona,1,856
popping,2,856
ears,1,856
jiffy,1,856
humidity,1,856
carpenter,1,857
ant,1,857
speaking,1,857
sarah,1,857
learnt,1,857
reunion,1,857
picnic,1,857
relatives,1,857
destroy,1,857
environment,1,857
invasive,1,857
bugs,1,857
puppies,1,858
adoration,1,858
disregard,1,858
shih,1,858
tzu,1,858
psst,1,858
allergies,1,858
expenses,1,858
scare,1,859
students,1,859
oversimplifying,1,859
erase,1,859
dean,1,859
behold,1,859
math,1,859
connect,1,859
updating,1,859
dirty,1,860
snack,1,860
locals,3,860
mild,4,861
west,2,861
tempted,1,861
fault,1,861
fight,1,861
actors,1,861
strike,1,861
headway,1,861
wyatt,1,861
corral,1,861
croquet,1,861
progressive,2,862
lenses,2,862
liberal,1,862
depressing,1,862
corporation,1,863
substance,1,863
hangman,1,863
insensitive,1,863
building,1,863
drew,2,863
instincts,1,864
booked,1,864
chosen,1,864
speech,2,864
keynote,1,864
gravitational,1,865
intense,1,865
urge,1,865
howling,1,865
chewed,1,865
cord,1,865
kibble,1,865
manhole,1,865
greenhouse,1,866
cooler,1,866
spinning,1,866
center,1,866
lately,1,866
seventy,1,866
percent,1,866
woodpecker,1,867
professional,1,867
axed,1,867
meltdowns,1,868
frequently,1,868
conversations,1,868
dairy,1,868
sprinkles,1,868
scoop,1,868
lactose,1,868
intolerant,1,868
gelato,1,868
italians,1,868
gayle,1,869
joe,1,869
baggie,1,869
mackerel,1,869
staffing,1,869
update,1,869
sean,1,869
saito,1,869
sushi,1,869
bait,1,869
debt,1,870
waterhouse,1,870
cribtocurrency,2,870
hush,1,870
bars,1,870
gucci,2,870
goo,1,870
adjusted,1,870
inflation,1,870
added,1,871
vegans,1,871
toadstool,1,871
toad,1,871
dorothy,1,871
toxic,1,871
ingredient,1,871
stu,1,871
wiccapedia,1,871
newt,1,871
traditional,1,871
dissolved,1,871
necklace,1,872
oil,1,872
compatible,1,873
eyebrows,1,873
performed,1,873
hundreds,1,873
surgeries,1,873
kindergarden,1,873
potāto,1,873
potäto,1,873
pulling,1,873
nose,1,873
tuber,1,873
poo,1,874
weekly,1,874
rates,1,874
reasonable,1,874
surcharge,1,874
collect,2,885
compost,1,874
blowers,1,874
terrestrial,1,874
carrion,1,875
quacks,1,875
american,1,875
canadian,1,875
geese,1,875
defend,1,875
crows,1,875
carries,1,875
eagles,1,875
issued,1,875
gaggle,1,875
impressionism,1,876
rely,1,876
grants,1,876
camembert,1,876
cheez,1,876
whiz,1,876
figures,1,876
derivative,1,876
scaffolding,1,876
emojis,3,877
spell,1,877
tweet,1,877
peach,1,877
cheeks,1,877
apocalypse,1,877
mistle,1,878
imagination,1,878
stephen,1,878
stockings,2,878
froze,1,879
mixing,1,879
slalom,1,879
beyond,1,879
owns,1,879
frozen,1,879
elevation,1,879
faith,1,879
opt,1,879
ticking,1,880
cuckoo,1,880
remaining,2,880
eenie,1,881
meenie,1,881
minie,1,881
moe,1,881
irishman,1,881
covering,2,881
picking,1,881
tab,1,881
scissors,2,881
straws,1,881
dismount,1,882
beauty,1,882
mane,1,882
fastest,1,882
reckon,1,882
wasting,1,883
maul,1,883
pamper,1,883
domesticated,1,883
margaret,1,883
gosh,1,883
horrible,1,883
david,1,883
attenborough,1,883
narrated,1,883
manipulate,1,883
blah,3,883
coughs,1,883
pounce,1,883
crunchy,1,884
nemesis,1,884
shadow,1,884
former,1,884
cane,1,884
ivory,1,884
babar,1,884
republicans,1,884
peanut,2,884
implications,1,884
supporting,1,884
represent,1,884
nut,1,884
official,1,884
icon,1,884
upset,1,885
flashed,1,885
tuesday,1,885
warmed,1,885
gentle,1,886
shore,1,886
dishwasher,1,886
vacations,1,886
hoped,1,886
bin,1,886
gainfully,1,886
employed,1,886
jimmy,1,886
buffett,1,886
followers,1,886
staycation,1,886
candidate,1,887
genies,1,887
busy,1,887
continue,1,887
pending,1,887
swap,1,887
outfits,1,887
aladdin,2,887
apply,1,887
itch,1,888
grows,1,888
gesundheit,1,888
hiccups,1,888
pickle,1,888
helluva,1,888
merv,1,888
cactile,1,888
pluck,1,888
val,1,888
attractive,1,888
flood,3,889
cedar,1,889
planks,1,889
useful,1,889
unicorns,1,889
guest,1,889
sun,1,890
photos,1,890
bang,1,890
astronomer,1,890
cheating,1,890
orion,1,890
belt,1,890
revolves,1,890
breaking,1,890
slider,1,891
employer,1,891
stealing,1,891
requires,1,891
periods,2,891
productivity,1,891
combined,1,891
reflection,1,891
spitting,1,891
unfortuately,1,891
league,1,891
closer,1,891
hardball,2,891
pitch,1,891
related,1,892
comet,1,892
dinosaurs,1,892
eclipse,1,892
mass,1,892
extinctions,1,892
nightmares,1,892
ryan,1,892
iguana,1,892
seller,2,893
prospective,1,893
buyer,1,893
motivated,1,893
elm,1,893
comic,1,893
concept,1,893
accents,1,893
views,1,893
paintings,1,894
bozo,2,894
pie,1,894
painted,2,894
seltzer,1,894
period,1,894
rays,1,895
electronics,1,895
sporting,1,895
goods,1,895
conquer,2,895
mall,1,895
bath,1,895
