contest_id,num_captions,image_locations,image_descriptions,image_uncanny_descriptions,entities,questions,Top Rated caption,The New Yorker's winner,date,Number of votes
651,9250.0,"[""a doctor's office""]","['A man is sitting on a table in an examination room while the doctor speaks to him. He is wrapped with a giant snake.', ""A man is sitting on an examination table in a doctor's office talking to a doctor. The man has a large snake wrapped around his entire body. The man seems somewhat worried. The doctor is dressed in sweatpants and tennis shoes."", ""A man is a patient at a doctor's office. He is wrapped around by a snake.""]","[""It's odd to see a man sitting in a doctor's office with a large snake wrapped around him and still be living. It's not a condition that needs diagnosing by a doctor. The doctor is dressed very informally."", 'He is calm about having a snake around him and people would get instant help if this were to happen.', 'There is a huge snake around the patient. He really should be dead long before he made it there.']","['https://en.wikipedia.org/wiki/Boa_constrictor', 'https://en.wikipedia.org/wiki/Snake', 'https://en.wikipedia.org/wiki/Doctor', 'https://en.wikipedia.org/wiki/Physician']","[""Why hasn't the man died from the snake being wrapped around him?"", ""Why isn't the man dead?"", 'How did the guy get the snake wrapped around himself?', 'Why is the doctor dressed so informally?']",“No need to panic: a reptile dysfunction is common for men of your age.”,“I wish we’d seen that before we ate Dave.”,2019-01-14,2249813
652,10025.0,['an island'],"[""Two men are stuck on a tiny island. They're observing another island a short distance away.""]",['The other island has giant sweets on it.'],"['https://en.wikipedia.org/wiki/Solitude', 'https://en.wikipedia.org/wiki/Candy_Land']","[""Can't they just swim over there?""]",“I wish we'd noticed that before eating Bob.”,"“Tell them what happened in the lab, Harry.”",2019-01-21,1454910
653,6072.0,"['a dinner party', 'party']","['People are at a dinner party. They are drinking. A huge human-sized mosquito is there drinking a glass of wine or blood.', ""Some people are at a party, with drinks. They're talking to a giant mosquito, also with a drink."", ""Three adults are standing around with drinks with a mosquito holding a drink to their left.Two of the adults don't appear to look pleased at the presence of the mosquito.""]","['There is a human sized mosquito holding a glass of wine.', 'There is a human-sized mosquito there with the people.', 'The mosquito is huge and behaving like a human.']","['https://en.wikipedia.org/wiki/Wine', 'https://en.wikipedia.org/wiki/Mosquito', 'https://en.wikipedia.org/wiki/Communication']","['Why is there a huge mosquito there at a dinner party?', 'Why is there a mosquito invited?', 'Why is there a human sized mosquito holding a glass of wine?']",“Meet Trump's nominee for the Centers for Disease Control.”,"“Before you go, describe the iceberg salad.”",2019-01-28,1034443
654,6873.0,"['restaurant', 'a restaurant']","['A man is sitting at a table in a restaurant, talking to the waiter. His soup has turned into a waterspout.', 'There is a restaurant patron in a suit and tie sitting at a table with a bowl of soup in front of him. From the bowl of soup a tornado stretches to the ceiling. The patron is talking to the waiter who stands by the table.', 'A man is sitting down at a restaurant table and he has bowl of food in front of him. He is talking to a waiter about his food. His bowl of soup has someone turned into a large tornado of soup.']","[""The soup isn't sitting in the bowl but instead it has taken the shape of a tornado."", 'It is unusual for a tornado to come out of a bowl of soup.', 'The soup has exploded into a full blown waterspout.']","['https://en.wikipedia.org/wiki/Smoke', 'https://en.wikipedia.org/wiki/Tornado', 'https://en.wikipedia.org/wiki/Soup', 'https://en.wikipedia.org/wiki/Pungency']","['Why does this soup bowl create its own weather?', 'What is the man saying to the waiter?', 'Why is there a tornado coming out of a bowl of soup?', 'What caused the soup to take that shape?', 'What is the patron saying to the waiter?']",“Cancel the molten lava cake.”,“I guarantee in twelve hours we'll see a completely different side of my opponent.”,2019-02-04,1286972
655,5278.0,['auditorium'],['A man is debating with Earth on a stage. They each have a podium.'],['It is impossible to fit Earth in a room.'],"['https://en.wikipedia.org/wiki/Podium', 'https://en.wikipedia.org/wiki/Earth']",['Why is he debating Earth?'],“How do you respond to allegations that you're bipolar?”,"“Who is ‘coming around the mountain,’ John? Could it be your mother?”",2019-02-11,758127
656,,,,,,,“How do you respond to allegations that you're bipolar?”,“He gets so dramatic when I lower the thermostat.”,2019-02-18,769984
657,,,,,,,"“Fortunately, our time is up.”",“Want to go for a w-a-l-k?”,2019-02-25,1528352
658,5683.0,"['a workplace', 'a shared workspace']","['There are people who are working with dogs on the computer. They look at each other in confusion.', 'People are talking to each other in a computer lab. Dogs are at computers all around them.', 'People are in a computer lab. Some of the ones on the computers are animals.']","['There are dogs using computers. Dogs are not that smart.', 'Dogs cannot sit up and do human work.', ""Animals don't use computers.""]","['https://en.wikipedia.org/wiki/Gossip', 'https://en.wikipedia.org/wiki/Anthropomorphism', 'https://en.wikipedia.org/wiki/Personal_computer', 'https://en.wikipedia.org/wiki/Dog']","['When did the animals become this intelligent?', 'Why are dogs in the computer lab using computers?', 'Why are the dogs working with the humans?']",“Do you want to go for L-U-N-C-H and maybe a W-A-L-K?”,"“We had a good run, Ted, but I simply don’t have the counter space.”",2019-03-04,993479
659,6910.0,"['restaurant', 'a restaurant']","[""A man and woman is sitting at a dining table with food on the table. Man's head is essentially a blender spinning at high speed and woman is watching that with a confused look."", ""A man and a woman are sitting at a table eating dinner at a restaurant. The man's head has been replaced with a blender. The woman appears surprised looking at the man."", ""A couple is sitting together at a small restaurant table, eating burger and fries. The man's head is replaced with a blender as the woman looks on in shock.""]","[""Most out of place element is the blender on the man's head."", 'People do not have blenders as heads.', ""There is a blender that replaced the man's head.""]","['https://en.wikipedia.org/wiki/Dating', 'https://en.wikipedia.org/wiki/Blender']","['Why does he have a blender for a head?', 'Why does the man have the head of a blender?', ""Why is man's head turned into a blender?""]","“We had a good run, Ted, but I simply don’t have the counter space.”",“Are you here about the sublet?”,2019-03-11,1028025
660,7154.0,"[""doctor's office"", ""a doctor's office""]","['A doctor is in his office and he is holding a chart while speaking to his patient. The patient is a king dressed in a long robe and wearing a crown. The king is sitting down and looking up at the doctor.', 'A king sits and talks to his doctor. The king seems pleased and the doctor speaks in a more serious tone.', ""A king wearing a crown and robes is in a doctor's office. He is talking to a doctor.""]","[""The king does not look like a modern version of a king but he is visiting a modern doctor. It's not common for kings of any kind to be seen doing such public things."", ""A person dressed as a king does not usually go to the doctor's office."", ""A king is in a doctor's office. Kings don't need to do this since they have personal doctors who come to the castle.""]","['https://en.wikipedia.org/wiki/Patient', 'https://en.wikipedia.org/wiki/King', 'https://en.wikipedia.org/wiki/Physical_examination']","[""Why is the king at a doctor's office?"", 'What is the doctor diagnosing the king with?', 'Why is the king seeing a regular doctor?', 'Why is the King visiting the doctor?']",“I’m afraid we’ve found a problem with the Crown Jewels.”,“Worse than a cold. It's a common cold.”,2019-03-18,1109788
661,3551.0,['a snowfield'],"['Famous fictional character Snow White is playing with the seven dwarfs out in a field. The dwarfs are all wearing roller skates while Snow White is just wearing shoes. Snow white is smiling, as are most of the dwarfs.']",['The Snow White story is a famous fictional fairy tale but it does not include anything about the dwarfs roller skating so seeing them do so is unexpected and unusual.'],"['https://en.wikipedia.org/wiki/Roller_skating', 'https://en.wikipedia.org/wiki/Snow_White_and_the_Seven_Dwarfs_(1937_film)']","[""Why isn't snow white wearing roller skates?"", 'Why are the dwarfs wearing roller skates?']",“I am pleased to announce that Dopey will be leaving us to pursue a career as White House Chief of Staff.”,“Workplace morale hasn't been this high since we introduced whistling.”,2019-03-25,896509
662,4907.0,['a wedding'],['There is a wedding taking place. There are three bridesmaids and two grooms. The couple is dressed like Vikings.'],['A Viking costume is unusual. There seems to be a missing groomsman.'],"['https://en.wikipedia.org/wiki/Vikings', 'https://en.wikipedia.org/wiki/Weapon']",['What happened to the third groomsman?'],“Did you see the rock he gave her.”,“It’s about time they settled down and razed a village.”,2019-04-01,938191
663,5098.0,['the kitchen'],['Two people are opening a pizza box. Inside are a tiny couple sitting at a table.'],['There are not tiny people living in pizza boxes.'],"['https://en.wikipedia.org/wiki/Restaurant', 'https://en.wikipedia.org/wiki/Pizza_box']",['What exactly did they order?'],"“Next time, when they ask you if you want any toppings, you’d better be more specific than 'Yeah, a couple.'”","“Well, you're not what we ordered, either.”",2019-04-08,740813
664,4913.0,['a courtroom'],"['A lawyer, a judge, and a witness are in a courtroom. The judge is saying something to the witness.']","['The witness is wearing some very old fashioned clothing, like a top hat.']","['https://en.wikipedia.org/wiki/Black_tie', 'https://en.wikipedia.org/wiki/Judge']",['Why is that man dressed like that?'],“I just made a guy disappear for twenty years. Can you do that?”,"""When was the last time you saw either half of her?”",2019-04-15,612158
665,6315.0,['the ocean'],"['There are two sharks in the ocean facing each other. The shark on the right has a man standing on its back in front of its dorsal fin. Both sharks are implied to be swimming.', 'Two anthropomorphic sharks are facing one another underwater. There is a person standing on one of the sharks making it struggle to support his weight. The top half of the person is above the waterline.', 'Two sharks are facing each other underwater. One of the sharks has a man standing on him.']","['The shark is not chomping the man.', ""There is a man standing on the back of a shark, and the shark is talking. Sharks don't usually speak, and humans don't usually stand on them."", ""It's strange to see a person standing on top of a shark in the water and for that shark to be allowing the person to do it.""]","['https://en.wikipedia.org/wiki/Swimming', 'https://en.wikipedia.org/wiki/Shark', 'https://en.wikipedia.org/wiki/Human']","['Why is the shark allowing the person to stand on them?', 'Why is the person standing on top of the shark?', ""Does the man know what he's doing?"", 'Why is there a man standing on the shark?', ""What's the shark saying?""]",“Lunch is on me.”,“How about some help carrying the groceries?”,2019-04-22,1501739
666,6228.0,['a therapist office'],['A psychiatrist is talking to a patient. He is laying on a red couch in the office.'],['The couch is the only thing in color.'],"['https://en.wikipedia.org/wiki/Lip', 'https://en.wikipedia.org/wiki/Couch']",['Why is the couch in color?'],“You should see the couch they have at the urologist's office.”,“Shouldn’t you be sitting in an ear?”,2019-04-29,677561
667,6215.0,"['on the floor', 'a home']","['Two mice are reading something. They are trying to build a maze. The maze components are behind them.', 'Mice are working together to construct a maze. They are going over the blueprints of the maze.', 'There is a disassembled maze. Two mice are perusing the instructions.']","['Mice do not set up mazes, humans do for mice to follow.', 'Mice are going to build a maze.', 'Mice are not intelligent enough to be build mazes.']","['https://en.wikipedia.org/wiki/Mouse', 'https://en.wikipedia.org/wiki/Ready-to-assemble_furniture', 'https://en.wikipedia.org/wiki/Maze', 'https://en.wikipedia.org/wiki/Manual']","['Why are mice building a maze?', 'Why are the mice building the maze?', 'Why are they building it?']",“Maybe we should try thinking inside the box.”,“Let's just go with the open floor plan.”,2019-05-06,1117451
668,4148.0,"['castle', 'a castle']","['A dragon holding flowers is waiting outside a castle. A princess is peeking through the front gate.', 'A princess of the castle opens her door to a dragon. The dragon has flowers in its hand and waiting as if to propose to the princess.', 'There is a maiden in a castle. A dragon is outside and is carrying flowers for her.']","[""Dragons usually don't act that friendly."", 'Dragons are known to terrorize castles and are not polite like seen here.', 'There is a dragon carrying flowers. Dragons are usually mean.']","['https://en.wikipedia.org/wiki/Princess', 'https://en.wikipedia.org/wiki/Flower', 'https://en.wikipedia.org/wiki/Dragon', 'https://en.wikipedia.org/wiki/Damsel_in_distress']","['Why is the dragon carrying flowers for the maiden?', 'What does he want with the princess?', 'Why does the dragon have flowers?']",“I’m sorry. I’ve been burned too many times.”,“I’m sorry. I’ve been burned too many times.”,2019-05-13,796524
669,5931.0,['a bedroom'],"[""A baby in a suit is giving a speech in his crib as his parents look on. the mother looks happy and the father doesn't have an expression on his face.""]",['Babies do not give speeches especially those still in their crib.'],"['https://en.wikipedia.org/wiki/Infant', 'https://en.wikipedia.org/wiki/Stand-up_comedy']",['Why is the baby giving a speech?'],“He went right from crawling to stand-up!”,“I love his bedtime routine.”,2019-05-20,703078
670,,,,,,,"“Armstrong? No, though I do get mistaken for Lance a lot.”",“It started as a crusade. Now it's just a commute.”,2019-05-27,640930
671,5589.0,['cave'],['Two woolly mammoths are talking in a cave. One of them has cavemen on top in a battle.'],['Cavemen are battling on top of a mammoth.'],"['https://en.wikipedia.org/wiki/Mammoth', 'https://en.wikipedia.org/wiki/Hunting', 'https://en.wikipedia.org/wiki/Extinction']",['What are they fighting about?'],“Someone came to school with humans. Now we’ve all got them.”,“It didn’t really bother me until they discovered fire.”,2019-06-03,1352586
672,4577.0,"[""a doctor's office""]","[""A man is sitting in an office on his computer. He's speaking with a rat man, who is at his computer.""]",['The man behind the desk has a rat head.'],"['https://en.wikipedia.org/wiki/Rat', 'https://en.wikipedia.org/wiki/Medical_prescription']",['Why does he have a rat head?'],“I take this myself. There is one side effect I should mention.”,“Don't worry. I wouldn't prescribe anything I haven't tested on myself.”,2019-06-10,783674
673,3084.0,"['a remote location', 'a castle']","['A man is trying to rescue Rapunzel from a tower. Her hair is so long and thick it has trapped him.', 'A man with long hair like Rapunzel is in a tower. His hair has entangled a man below.', ""Repunzel's hair is swallowing up the man from below the tower. the man is stuck in her hair as she looks down in shock.""]","[""Rapunzel's hair is thicker and longer than is usually described."", 'The story of Repunzel is about a man who climbs her hair but instead her hair is so long and thick it swallows him up here instead.', 'There is a man with very long hair in a tower. Normally he would be a she (Rapunzel).']","['https://en.wikipedia.org/wiki/Prince', 'https://en.wikipedia.org/wiki/Rapunzel', 'https://en.wikipedia.org/wiki/Hair']","['How did the man get stuck in the hair?', 'How did the man get trapped?', 'Why is the man in the tower with long hair not a woman like in the fable?']","“My conditioner said it would give me extra body, but I didn't expect it to be yours.”","“For God's sake, Dave, you're thirty-five—just use the stairs.”",2019-06-17,601565
674,4737.0,"['a field', 'forest']","[""A man is walking his dog with a leash outside and they are standing in front of a large werewolf that's standing on its hindlegs atop a rock. The man's face appears to be showing irritation and the dog is looking up at the werewolf with a fearful look."", 'A man is walking a dog in nature. He comes across a monster standing on a rock.', 'A man calmly walks his dog and is approached by an angry werewolf. The man and dog do not seem to be too bothered by it.']","[""Werewolves are mythical creatures and the man's face suggests he's more annoyed than surprised or fearful which is unusual considering the danger he appears to be in."", ""Monsters are out of place because they don't exist."", 'werewolves do not exist but if they did the man and dog would be more afraid than they are showing here.']","['https://en.wikipedia.org/wiki/Werewolf', 'https://en.wikipedia.org/wiki/Dog_walking', 'https://en.wikipedia.org/wiki/Dog']","['What is the monster there for?', ""Why isn't the man showing fear?"", 'Why is the man and dog not afraid of the werewolf?']",“Let's let him keep your ball.”,“Let's let him keep your ball.”,2019-06-24,1150449
675,4063.0,['a party'],"['There are a group of people at a crowded indoor party. In the foreground there is a woman holding a beer, appears drunk and is talking to an astronaut and deep sea diver in full gear including helmets who are next to her. The astronaut and diver appear to be having their own conversation while the woman is interrupting.', 'There are a bunch of people at a party. A drunk woman is approaching two astronauts.', ""An astronaut and diver are talking at a party. A drunk woman is admiring the astronaut's pack.""]","['It is unusual for an astronaut and diver in full gear to attend a party.', 'There are guys dressed like astronauts at a party.', 'There is an astronaut and diver at a dinner party still in their working clothes.']","['https://en.wikipedia.org/wiki/Space_suit', 'https://en.wikipedia.org/wiki/Astronaut', 'https://en.wikipedia.org/wiki/Underwater_diving', 'https://en.wikipedia.org/wiki/Alcohol_intoxication']","['What is the drunk lady saying to them?', 'Why are they dressed like that?', 'Why is an astronaut and diver at a dinner party?', 'Why is there an astronaut and diver at a party?']","“Honey, be nice... he's under a lot more pressure.”",“You two seem oddly suited.”,2019-07-01,655786
676,4578.0,['a cave'],['There is a caveman cooking a giant leg on a grill. His family watches him from their cave.'],"[""Grills didn't exist back then.""]","['https://en.wikipedia.org/wiki/Meat', 'https://en.wikipedia.org/wiki/Barbecue', 'https://en.wikipedia.org/wiki/Caveman']",['What is he grilling?'],"“You know we could've had eggs for life, right?”",“I don't tell you how to gather.”,2019-07-08,913555
677,3144.0,['kitchen'],['A man is sleepwalking in a kitchen. His cat is watching him from the counter.'],"[""There is a bright light shining from the cat's eyes.""]","['https://en.wikipedia.org/wiki/Snack', 'https://en.wikipedia.org/wiki/Cat']",['What is the cat trying to do?'],“The leftover salmon. Into my dish. You will remember nothing.”,“The ahi. Not the canned.”,2019-07-15,692234
678,5389.0,"['the hills', 'plains']","['Two giraffes are in the desert. Their necks are locked together and tied up.', 'Two giraffes are outside talking. Their necks are all tangled together.', ""Giraffe's necks are entwined together. One of them seems unhappy about it why the other one is clearly choking.""]","['It is impossible for giraffes to twist their necks like that.', ""Giraffes don't get tangled up like that."", 'Giraffe necks are not this long and would not get entangled like this.']","['https://en.wikipedia.org/wiki/Neck', 'https://en.wikipedia.org/wiki/Knot', 'https://en.wikipedia.org/wiki/Giraffe']","['How did the giraffes twist their necks together?', 'How did this happen to them?', 'Why are the giraffes tangled up like this?']",“My left or your left?”,“I always knew we'd wind up together.”,2019-07-22,709050
679,4305.0,"['throneroom', 'kingdom']","['A king is sitting on his throne. Various plants surround him. He is addressing a knight.', 'A king sits on a thone positioned between to cacti.  Facing him is a knight in full armor', 'There is a king in a chair. He is surrounded by cacti. A knight looks on.']","[""There is a king surrounded by cacti. The cacti are potted, which wouldn't be the case back then."", ""It's unusual to see a throne placed next to cacti"", ""Cacti aren't native to anywhere that has had a king.""]","['https://en.wikipedia.org/wiki/Cactus', 'https://en.wikipedia.org/wiki/King', 'https://en.wikipedia.org/wiki/Throne']","['Why are there cacti next to that throne?', 'Why is the king surrounded by cacti pots?', 'What are the two talking about?']","“Supplicants, sir. You want to surround yourself with supplicants.”","“Well, after you beheaded the groundskeeper, we had to go with something low-maintenance.”",2019-07-29,725498
680,5511.0,"['restaurant', 'a restaurant']","['A man is sitting at a table in a restaurant. He is reading a menu while a bear stands in front of him, dripping wet.', 'A polar bear is soaking wet inside of a fancy restaurant. The bear is looking at a person who is sitting down and reading a menu.', 'A man is having dinner. He is reading the menu. A standing wet bear is staring at him.']","['There is a bear in a restaurant that is sopping wet.', 'There is a bear inside a restaurant when he should be in the woods.', 'Polar bears are not usually in restaurants. They are found in colder climates.']","['https://en.wikipedia.org/wiki/Bear', 'https://en.wikipedia.org/wiki/Waiting_staff', 'https://en.wikipedia.org/wiki/Fur']","['What is the bear doing in the restaurant?', 'Why is the bear so wet?', 'Why is the bear in the restaurant and why is he all wet?', 'Why is the polar bear soaking wet?']",“Is the salmon fresh?”,"“Well, don't put it on the menu if you can't catch one.”",2019-08-05,939369
681,6163.0,['sidewalk'],"['A couple is walking down the street. The woman looks upset, and the man has colored claws.']",['The man has lobster claws.'],"['https://en.wikipedia.org/wiki/Lobster#As_food', 'https://en.wikipedia.org/wiki/Intimate_relationship']",['Why is it only the claws that have color?'],"“Mobster, Larry. The invitation said to dress like a mobster.”",“You pinch me one more time and you’re going to find yourself in hot water.”,2019-08-12,1117477
682,5549.0,['lawn'],['Two leaves are on a branch. One has broken free while the other is still fastened tight.'],['The leaves have eyes and mouths like humans.'],"['https://en.wikipedia.org/wiki/Leaf', 'https://en.wikipedia.org/wiki/Autumn']",['What are they saying to one another?'],“I don't mind autumn so much; it's the fall I hate.”,“It’s not you. It’s November.”,2019-08-19,1124181
683,3597.0,"['stone age', 'the beach']","['A caveman couple walk by a tower to see people they recognize. The cavewoman waves at her friend who waves back. The men are expressionless about the encounter.', 'A caveman couple are waving from below up to a large building/cave with another couple in it. The caveman building is very tall.', 'Two cave people are  walking toward a tall building. Others are greeting them from the top.']","['The building appears to be made of sand.', 'The tower is taller than the average height building for its time.', 'Cavemen did not have tall caves like this.']","['https://en.wikipedia.org/wiki/Tower', 'https://en.wikipedia.org/wiki/Sand_art_and_play', 'https://en.wikipedia.org/wiki/Caveman']","['How did they manage to build that long tower?', 'Why do the cavemen have a huge tower cave?', 'What is this building?']",“They must have made a fortune from the wheel.”,“I guarantee he brings up the whole discovering-fire thing within the first five minutes.”,2019-08-26,833200
684,5664.0,['boardroom'],['Aliens are having a meeting inside a room with a man as a host. The aliens look to be from different homes and planets.'],['Aliens are unusual for people on earth.'],"['https://en.wikipedia.org/wiki/Meeting', 'https://en.wikipedia.org/wiki/Animal']",['What are the aliens meeting about?'],"“Publicly, we're still saying there are no side effects.”","“Publicly, we’re still saying there are no side effects.”",2019-09-02,1094055
685,4526.0,['the forest'],['Two backpackers are startled by a large honey bottle shaped like a bear. The bear looks angry like it caught then doing something.'],['Bears are not the shape of honey bottles found in stores.'],"['https://en.wikipedia.org/wiki/Bear', 'https://en.wikipedia.org/wiki/Honey']",['Why is the honey bottle in the woods?'],“Stay calm. I think it just wants to be squeezed.”,"“Oh, no. I have its little one in my backpack.”",2019-09-09,904446
686,5342.0,"['a living room', 'the living room']","['Two women are sitting on a couch in a living room. A man is sitting nearby on top of an egg.', 'A man is sitting on top of a large egg while two old ladies are looking on from a sofa. They all sit in a living, surprised by what is happening.', 'A man is sitting on a giant egg. Two old women stare at him. They are in a living room.']","['The man is sitting on a gigantic egg. Eggs are not that big.', 'There is a huge egg being used as a chair.', 'Men do not lay eggs especially as large as this one.']","['https://en.wikipedia.org/wiki/Egg', 'https://en.wikipedia.org/wiki/Chicken', 'https://en.wikipedia.org/wiki/Egg_incubation']","['Why is the man sitting on a huge egg?', 'Where did the egg come from?', 'What is he trying to hatch?']","“Oh sure, when a MAN does it, suddenly it’s such a big deal!”",“I don’t know how to tell him it’s not his.”,2019-09-16,1070506
687,5031.0,"['a building', 'the patio']","['Two people are in a bar having drinks. There is an enormous head behind the counter.', 'A lady is standing on a bar with a drink in her hand and looking towards the man sitting nearby with worried look on his face. There is a huge face behind the bar counter of a guy with facial hair.', 'There is a giant man looking at some tiny people having wine. The man at the table looks shocked.']","['There is a gigantic man looking at two tiny people.', ""Waiter's 10 times larger face behind the bar counter is unsusual."", 'The bartender has an enormous head.']","['https://en.wikipedia.org/wiki/Giant', 'https://en.wikipedia.org/wiki/Hallucination', 'https://en.wikipedia.org/wiki/Liquor']","['Why is there a gigantic man there staring at two people?', 'Why is his head so big?', 'Why is the waiter so big?']",“You think this is awkward? Try living a few floors down.”,“How much did you spend at Macy’s this year?”,2019-09-23,760044
688,4065.0,"['a party', 'party']","['A woman is at a party. She is observing a general, who has a paper being printed out of his chest.', 'Two people are talking at a dinner party. One is a man wearing a receipt on his soldier uniform. The woman looks at it.', 'A man in a highly decorated military uniform, has paper coming out of his pocket. He appears shaken as a woman leans closer to him.']","[""There is a long receipt on the man's soldier uniform."", ""Generals can't print documents with their bodies."", ""Paper does not come out of people's pockets after they are shaking.""]","['https://en.wikipedia.org/wiki/General_officer', 'https://en.wikipedia.org/wiki/Medal', 'https://en.wikipedia.org/wiki/Receipt']","['What does the paper say?', 'What is the paper coming out of his pocket?', 'Why is the soldier wearing a receipt?']",“It prints out his tweets. All the new uniforms have them.”,“I was stationed at CVS during the war on drugs.”,2019-09-30,795757
689,4034.0,"['a horse', 'a street']","['A man is pulled over by a cop because his sword has stabbed through a car door. He is riding a medevil style horse.', 'A knight has jousted a car door. A policeman is writing him a ticket.', 'There is a knight on the horse who has impaled a car door. A policeman is standing nearby.']","['The cop and the knight in the same scene are anachronistic.', 'The police officer and the car door signifies that this is modern time so he stands out as being absurd for having a sword.', 'Knights do not exist in the time of police and cars.']","['https://en.wikipedia.org/wiki/Police', 'https://en.wikipedia.org/wiki/Jousting', 'https://en.wikipedia.org/wiki/Car']","['Why is the man using a sword?', 'Why did the knight pierce a car door?', 'Why did the knight joust a car door?']",“He’s lucky I didn’t rear end him.”,"“Yes, but just a couple of meads, probably more than an hour ago.”",2019-10-07,813517
690,5097.0,['an elevator'],['An usher is opening the elevator door. An astronaut is about to get off.'],"['A man is dressed as an astronaut on earth, even though there is oxygen.']","['https://en.wikipedia.org/wiki/Elevator_operator', 'https://en.wikipedia.org/wiki/Astronaut']",['Why is he wearing that outfit?'],“3 ..2.. 1..”,"""Please watch your small step.""",2019-10-14,37165
691,7965.0,"['living room', 'the living room']","['Two people are inside a house. A woman stares out the window. There are a bunch of snowmen with hats and scarves staring at them.', 'Two people are sitting down in the living room. There are a bunch of snowmen outside looking in the window.', 'A couple sit inside a living room relaxing.  Outside the window are dozens of snowmen looking inside the window.  The woman appears slightly nervous about this']","[""It's unusual to see such a large number of snowmen packed in such a tight area"", 'Snowmen are not alive, but a bunch of them appear to be peeping in.', 'There are a ton of snowmen outside staring through the window.']","['https://en.wikipedia.org/wiki/Window', 'https://en.wikipedia.org/wiki/Zoo', 'https://en.wikipedia.org/wiki/Snowman']","['Why are the snowmen there?', 'Why are there snowmen staring into the house?', 'Where did all those snowmen come from?']",“See? Now they ALL want scarves.”,"“Great, now they all want a scarf.”",2019-10-21,997887
692,4205.0,"['a tailor', 'store']","['A wold tries on the skin of a variety of animals. There is a clothing store employee who is happy to help the wolf.', ""A wolf is in a clothing shop. All the clothes are skins of other animals, and an attendant holds some of them while the wolf tries on a sheep's skin."", ""A wolf is trying on sheep's clothing and other outfits in a shop. A man is helping him. He is carrying a bunch of costumes.""]","['It is unusual for a wolf to try on different skins of animals.', ""There is a wolf in sheep's clothing in a costumer shop. Wolves are not this smart."", 'There is a wolf in a shop, and the clothes are skins of animals rather than regular clothes.']","['https://en.wikipedia.org/wiki/Skin', 'https://en.wikipedia.org/wiki/Wolf_in_sheep%27s_clothing', 'https://en.wikipedia.org/wiki/Mannequin']","['Why is the wolf trying on costumes?', 'Why is the wold trying different skins of animals?', 'How did the wolf become intelligent?']","“First day on Wall Street, sir?”",“I'll take this and the granny dress.”,2019-10-28,827817
693,3660.0,"['a laboratory', 'a science lab']","['Two scientists are in a lab, observing a maze. Their lab rat is trying to get to the cheese.', 'A mouse is wearing a jetpack and cheating at a maze. Two scientists stare at him.', 'Two scientists are observing a rat making its way through a waze to find the cheese. The rat is operating a jet pack to skip the maze and go straight to the reward at the end.']","['The rat has a little jet pack.', 'The mouse is wearing a jetpack to cheat at the maze. Mice are not that intelligent.', 'A rat has learned to build and operate a miniature jet pack.']","['https://en.wikipedia.org/wiki/Jet_pack', 'https://en.wikipedia.org/wiki/Maze', 'https://en.wikipedia.org/wiki/Laboratory_mouse', 'https://en.wikipedia.org/wiki/Mouse', 'https://en.wikipedia.org/wiki/Tryon%27s_Rat_Experiment']","['Why is the mouse so smart and wearing a jetpack?', 'Who build that jet pack and why?', 'How did the rat manage to build itself a jet pack?']","“Should I check, “exceeded expectations?””",“Let’s just give him the damn cheese.”,2019-11-04,912523
694,4131.0,['the front yard'],['A man is shoveling snow. The woman behind him is playing the guitar. The man looks annoyed.'],"[""The woman is playing the guitar in the snow. It's too cold for that.""]","['https://en.wikipedia.org/wiki/Guitar', 'https://en.wikipedia.org/wiki/Snow_shovel']",['Why is the woman playing the guitar?'],“I didn't say I would help. I said I'd accompany you.”,“I didn’t say I would help. I said I’d accompany you.”,2019-11-11,798499
695,7544.0,['a reservation booth'],['A toast is making a reservation at a fancy restaurant. The waiter is listening to what the toast is saying.'],['Toasts do not make reservations at restaurants. They are food.'],"['https://en.wikipedia.org/wiki/Toast_(food)', 'https://en.wikipedia.org/wiki/Anthropomorphism']",['Why is the toast making a restaurant reservation?'],“We have one slot left.”,“You’re in luck. A slot for you just opened up in our kitchen.”,2019-11-18,75949
696,7998.0,['a dinner table'],['A couple is at a table in a restaurant. There is a trough on the table and a farmer is pouring slop into it.'],"['Slop, farmers, and troughs are not for restaurants.']","['https://en.wikipedia.org/wiki/Food_presentation', 'https://en.wikipedia.org/wiki/Gold_panning']",['Why is the farmer doing that?'],“Best farm-to-table in town.”,"“If there’s a ring in here, Hank, I swear to God . . .”",2019-11-25,1331920
697,4543.0,['a subway'],['A man walks the plank off of a subway train. There are pirates right behind him and he is blindfolded. the ground is not that far away from the plank below.'],['walking off the plank is meant to be from a ship into a deep water below but here walking off the plank is not as dangerous.'],"['https://en.wikipedia.org/wiki/Walking_the_plank', 'https://en.wikipedia.org/wiki/Piracy']",['Why do the pirates want him to walk off the plank?'],“This is a lot more effective on the elevated tracks.”,“No one crosses the Pirates of Penn Station.”,2019-12-02,1289041
